code,name,market,yahoo_symbol
1240,茂生農經,上櫃,1240.TWO
1259,安心,上櫃,1259.TWO
1264,德麥,上櫃,1264.TWO
1268,漢來美食,上櫃,1268.TWO
1294,漢田生技,上櫃,1294.TWO
1295,生合,上櫃,1295.TWO
1336,台翰,上櫃,1336.TWO
1565,精華,上櫃,1565.TWO
1569,濱川,上櫃,1569.TWO
1570,力肯,上櫃,1570.TWO
1580,新麥,上櫃,1580.TWO
1584,精剛,上櫃,1584.TWO
1586,和勤,上櫃,1586.TWO
1591,駿吉-KY,上櫃,1591.TWO
1593,祺驊,上櫃,1593.TWO
1595,川寶,上櫃,1595.TWO
1599,宏佳騰,上櫃,1599.TWO
1742,台蠟,上櫃,1742.TWO
1777,生泰,上櫃,1777.TWO
1781,合世,上櫃,1781.TWO
1784,訊聯,上櫃,1784.TWO
1785,光洋科,上櫃,1785.TWO
1788,杏昌,上櫃,1788.TWO
1796,金穎生技,上櫃,1796.TWO
1799,易威,上櫃,1799.TWO
1813,寶利徠,上櫃,1813.TWO
1815,富喬,上櫃,1815.TWO
2035,唐榮,上櫃,2035.TWO
2061,風青,上櫃,2061.TWO
2063,世鎧,上櫃,2063.TWO
2064,晉椿,上櫃,2064.TWO
2065,世豐,上櫃,2065.TWO
2066,世德,上櫃,2066.TWO
2067,嘉鋼,上櫃,2067.TWO
2070,精湛,上櫃,2070.TWO
2073,雄順,上櫃,2073.TWO
2221,大甲,上櫃,2221.TWO
2230,泰茂,上櫃,2230.TWO
2235,謚源,上櫃,2235.TWO
2596,綠意,上櫃,2596.TWO
2640,大車隊,上櫃,2640.TWO
2641,正德,上櫃,2641.TWO
2643,捷迅,上櫃,2643.TWO
2718,全心投控,上櫃,2718.TWO
2719,燦星旅,上櫃,2719.TWO
2724,藝舍-KY,上櫃,2724.TWO
2726,雅茗-KY,上櫃,2726.TWO
2729,瓦城,上櫃,2729.TWO
2732,六角,上櫃,2732.TWO
2734,易飛網,上櫃,2734.TWO
2736,富野,上櫃,2736.TWO
2740,天蔥,上櫃,2740.TWO
2743,山富,上櫃,2743.TWO
2745,五福,上櫃,2745.TWO
2751,王座,上櫃,2751.TWO
2752,豆府,上櫃,2752.TWO
2754,亞洲藏壽司,上櫃,2754.TWO
2755,揚秦,上櫃,2755.TWO
2756,聯發國際,上櫃,2756.TWO
2916,滿心,上櫃,2916.TWO
2924,宏太-KY,上櫃,2924.TWO
2926,誠品生活,上櫃,2926.TWO
2937,集雅社,上櫃,2937.TWO
2941,米斯特,上櫃,2941.TWO
2947,振宇五金,上櫃,2947.TWO
2948,寶陞,上櫃,2948.TWO
2949,欣新網,上櫃,2949.TWO
3064,泰偉,上櫃,3064.TWO
3066,李洲,上櫃,3066.TWO
3067,全域,上櫃,3067.TWO
3071,協禧,上櫃,3071.TWO
3073,天方能源,上櫃,3073.TWO
3078,僑威,上櫃,3078.TWO
3081,聯亞,上櫃,3081.TWO
3083,網龍,上櫃,3083.TWO
3085,新零售,上櫃,3085.TWO
3086,華義,上櫃,3086.TWO
3088,艾訊,上櫃,3088.TWO
3093,港建*,上櫃,3093.TWO
3095,及成,上櫃,3095.TWO
3105,穩懋,上櫃,3105.TWO
3114,好德,上櫃,3114.TWO
3115,富榮綱,上櫃,3115.TWO
3118,進階,上櫃,3118.TWO
3122,笙泉,上櫃,3122.TWO
3128,昇銳,上櫃,3128.TWO
3131,弘塑,上櫃,3131.TWO
3141,晶宏,上櫃,3141.TWO
3147,大綜,上櫃,3147.TWO
3152,璟德,上櫃,3152.TWO
3158,嘉實,上櫃,3158.TWO
3162,精確,上櫃,3162.TWO
3163,波若威,上櫃,3163.TWO
3169,亞信,上櫃,3169.TWO
3171,炎洲流通,上櫃,3171.TWO
3176,基亞,上櫃,3176.TWO
3178,公準,上櫃,3178.TWO
3188,鑫龍騰,上櫃,3188.TWO
3191,雲嘉南,上櫃,3191.TWO
3205,佰研,上櫃,3205.TWO
3206,志豐,上櫃,3206.TWO
3207,耀勝,上櫃,3207.TWO
3211,順達,上櫃,3211.TWO
3213,茂訊,上櫃,3213.TWO
3217,優群,上櫃,3217.TWO
3218,大學光,上櫃,3218.TWO
3219,倚強科,上櫃,3219.TWO
3221,台嘉碩,上櫃,3221.TWO
3224,三顧,上櫃,3224.TWO
3226,龍鋒,上櫃,3226.TWO
3227,原相,上櫃,3227.TWO
3228,金麗科,上櫃,3228.TWO
3230,錦明,上櫃,3230.TWO
3232,昱捷,上櫃,3232.TWO
3234,光環,上櫃,3234.TWO
3236,千如,上櫃,3236.TWO
3252,海灣,上櫃,3252.TWO
3259,鑫創,上櫃,3259.TWO
3260,威剛,上櫃,3260.TWO
3264,欣銓,上櫃,3264.TWO
3265,台星科,上櫃,3265.TWO
3268,海德威,上櫃,3268.TWO
3272,東碩,上櫃,3272.TWO
3276,宇環,上櫃,3276.TWO
3284,太普高,上櫃,3284.TWO
3285,微端,上櫃,3285.TWO
3287,廣寰科,上櫃,3287.TWO
3288,點晶,上櫃,3288.TWO
3289,宜特,上櫃,3289.TWO
3290,東浦,上櫃,3290.TWO
3293,鈊象,上櫃,3293.TWO
3294,英濟,上櫃,3294.TWO
3297,杭特,上櫃,3297.TWO
3303,岱稜,上櫃,3303.TWO
3306,鼎天,上櫃,3306.TWO
3310,佳穎,上櫃,3310.TWO
3313,斐成,上櫃,3313.TWO
3317,尼克森,上櫃,3317.TWO
3322,建舜電,上櫃,3322.TWO
3323,加百裕,上櫃,3323.TWO
3324,雙鴻,上櫃,3324.TWO
3325,旭品,上櫃,3325.TWO
3332,幸康,上櫃,3332.TWO
3339,泰谷,上櫃,3339.TWO
3349,寶德,上櫃,3349.TWO
3354,律勝,上櫃,3354.TWO
3357,臺慶科,上櫃,3357.TWO
3360,尚立,上櫃,3360.TWO
3362,先進光,上櫃,3362.TWO
3363,上詮,上櫃,3363.TWO
3372,典範,上櫃,3372.TWO
3373,熱映,上櫃,3373.TWO
3374,精材,上櫃,3374.TWO
3379,彬台,上櫃,3379.TWO
3388,崇越電,上櫃,3388.TWO
3390,旭軟,上櫃,3390.TWO
3402,漢科,上櫃,3402.TWO
3426,台興,上櫃,3426.TWO
3430,奇鈦科,上櫃,3430.TWO
3434,哲固,上櫃,3434.TWO
3438,類比科,上櫃,3438.TWO
3441,聯一光,上櫃,3441.TWO
3444,利機,上櫃,3444.TWO
3455,由田,上櫃,3455.TWO
3465,進泰電子,上櫃,3465.TWO
3466,德晉,上櫃,3466.TWO
3467,台灣精材,上櫃,3467.TWO
3479,安勤,上櫃,3479.TWO
3483,力致,上櫃,3483.TWO
3484,崧騰,上櫃,3484.TWO
3489,森寶,上櫃,3489.TWO
3490,單井,上櫃,3490.TWO
3491,昇達科,上櫃,3491.TWO
3492,長盛,上櫃,3492.TWO
3498,陽程,上櫃,3498.TWO
3499,環天科,上櫃,3499.TWO
3508,位速,上櫃,3508.TWO
3511,矽瑪,上櫃,3511.TWO
3512,皇龍,上櫃,3512.TWO
3516,亞帝歐,上櫃,3516.TWO
3520,華盈,上櫃,3520.TWO
3521,台鋼建設,上櫃,3521.TWO
3522,御嵿,上櫃,3522.TWO
3523,迎輝,上櫃,3523.TWO
3526,凡甲,上櫃,3526.TWO
3527,聚積,上櫃,3527.TWO
3529,力旺,上櫃,3529.TWO
3531,先益,上櫃,3531.TWO
3537,堡達,上櫃,3537.TWO
3540,曜越,上櫃,3540.TWO
3541,西柏,上櫃,3541.TWO
3546,宇峻,上櫃,3546.TWO
3548,兆利,上櫃,3548.TWO
3551,世禾,上櫃,3551.TWO
3552,同致,上櫃,3552.TWO
3555,博士旺,上櫃,3555.TWO
3556,禾瑞亞,上櫃,3556.TWO
3558,神準,上櫃,3558.TWO
3564,其陽,上櫃,3564.TWO
3567,逸昌,上櫃,3567.TWO
3570,大塚,上櫃,3570.TWO
3577,泓格,上櫃,3577.TWO
3580,友威科,上櫃,3580.TWO
3581,博磊,上櫃,3581.TWO
3587,閎康,上櫃,3587.TWO
3594,磐儀,上櫃,3594.TWO
3597,映興,上櫃,3597.TWO
3609,三一東林,上櫃,3609.TWO
3611,鼎翰,上櫃,3611.TWO
3615,安可,上櫃,3615.TWO
3623,富晶通,上櫃,3623.TWO
3624,光頡,上櫃,3624.TWO
3625,西勝,上櫃,3625.TWO
3628,盈正,上櫃,3628.TWO
3629,地心引力,上櫃,3629.TWO
3630,新鉅科,上櫃,3630.TWO
3631,晟楠,上櫃,3631.TWO
3632,研勤,上櫃,3632.TWO
3646,艾恩特,上櫃,3646.TWO
3663,鑫科,上櫃,3663.TWO
3664,安瑞-KY,上櫃,3664.TWO
3666,光耀,上櫃,3666.TWO
3672,康聯訊,上櫃,3672.TWO
3675,德微,上櫃,3675.TWO
3680,家登,上櫃,3680.TWO
3684,榮昌,上櫃,3684.TWO
3685,元創精密,上櫃,3685.TWO
3687,歐買尬,上櫃,3687.TWO
3689,湧德,上櫃,3689.TWO
3691,碩禾,上櫃,3691.TWO
3693,營邦,上櫃,3693.TWO
3707,漢磊,上櫃,3707.TWO
3709,鑫聯大投控,上櫃,3709.TWO
3710,連展投控,上櫃,3710.TWO
3713,新晶投控,上櫃,3713.TWO
4102,永日,上櫃,4102.TWO
4105,東洋,上櫃,4105.TWO
4107,邦特,上櫃,4107.TWO
4109,加捷生醫,上櫃,4109.TWO
4111,濟生,上櫃,4111.TWO
4113,聯上,上櫃,4113.TWO
4114,健喬,上櫃,4114.TWO
4116,明基醫,上櫃,4116.TWO
4120,友華,上櫃,4120.TWO
4121,優盛,上櫃,4121.TWO
4123,晟德,上櫃,4123.TWO
4126,太醫,上櫃,4126.TWO
4127,天良,上櫃,4127.TWO
4128,中天,上櫃,4128.TWO
4129,聯合,上櫃,4129.TWO
4130,健亞,上櫃,4130.TWO
4131,浩泰,上櫃,4131.TWO
4138,曜亞,上櫃,4138.TWO
4139,馬光-KY,上櫃,4139.TWO
4147,中裕,上櫃,4147.TWO
4153,鈺緯,上櫃,4153.TWO
4154,樂威科-KY,上櫃,4154.TWO
4157,太景*-KY,上櫃,4157.TWO
4160,訊聯基因,上櫃,4160.TWO
4161,聿新科,上櫃,4161.TWO
4162,智擎,上櫃,4162.TWO
4163,鐿鈦,上櫃,4163.TWO
4166,友霖,上櫃,4166.TWO
4167,松瑞藥,上櫃,4167.TWO
4168,醣聯,上櫃,4168.TWO
4171,瑞基,上櫃,4171.TWO
4173,久裕,上櫃,4173.TWO
4174,浩鼎,上櫃,4174.TWO
4175,杏一,上櫃,4175.TWO
4183,福永生技,上櫃,4183.TWO
4188,安克,上櫃,4188.TWO
4192,杏國,上櫃,4192.TWO
4198,欣大健康,上櫃,4198.TWO
4205,中華食,上櫃,4205.TWO
4207,環泰,上櫃,4207.TWO
4303,信立,上櫃,4303.TWO
4304,勝昱,上櫃,4304.TWO
4305,世坤,上櫃,4305.TWO
4401,東隆興,上櫃,4401.TWO
4402,郡都開發,上櫃,4402.TWO
4406,新昕纖,上櫃,4406.TWO
4413,飛寶企業,上櫃,4413.TWO
4416,三圓,上櫃,4416.TWO
4417,金洲,上櫃,4417.TWO
4419,皇家美食,上櫃,4419.TWO
4420,光明,上櫃,4420.TWO
4430,耀億,上櫃,4430.TWO
4432,銘旺實,上櫃,4432.TWO
4433,興采,上櫃,4433.TWO
4442,竣邦-KY,上櫃,4442.TWO
4502,健信,上櫃,4502.TWO
4503,金雨,上櫃,4503.TWO
4506,崇友,上櫃,4506.TWO
4510,高鋒,上櫃,4510.TWO
4513,福裕,上櫃,4513.TWO
4523,永彰,上櫃,4523.TWO
4527,方土霖,上櫃,4527.TWO
4528,江興鍛,上櫃,4528.TWO
4529,淳紳,上櫃,4529.TWO
4530,宏易,上櫃,4530.TWO
4533,協易機,上櫃,4533.TWO
4534,慶騰,上櫃,4534.TWO
4535,至興,上櫃,4535.TWO
4538,大詠城,上櫃,4538.TWO
4541,晟田,上櫃,4541.TWO
4542,科嶠,上櫃,4542.TWO
4543,萬在,上櫃,4543.TWO
4549,桓達,上櫃,4549.TWO
4550,長佳,上櫃,4550.TWO
4554,橙的,上櫃,4554.TWO
4556,旭然,上櫃,4556.TWO
4558,寶緯,上櫃,4558.TWO
4561,健椿,上櫃,4561.TWO
4563,百德,上櫃,4563.TWO
4568,科際精密,上櫃,4568.TWO
4577,達航科技,上櫃,4577.TWO
4580,捷流閥業,上櫃,4580.TWO
4584,君帆,上櫃,4584.TWO
4609,唐鋒,上櫃,4609.TWO
4702,中美實,上櫃,4702.TWO
4706,大恭,上櫃,4706.TWO
4707,磐亞,上櫃,4707.TWO
4711,永純,上櫃,4711.TWO
4714,永捷,上櫃,4714.TWO
4716,大立,上櫃,4716.TWO
4721,美琪瑪,上櫃,4721.TWO
4726,永昕,上櫃,4726.TWO
4728,雙美,上櫃,4728.TWO
4729,熒茂,上櫃,4729.TWO
4735,豪展,上櫃,4735.TWO
4741,泓瀚,上櫃,4741.TWO
4743,合一,上櫃,4743.TWO
4744,皇將,上櫃,4744.TWO
4745,合富-KY,上櫃,4745.TWO
4747,強生,上櫃,4747.TWO
4749,新應材,上櫃,4749.TWO
4754,國碳科,上櫃,4754.TWO
4760,勤凱,上櫃,4760.TWO
4767,誠泰科技,上櫃,4767.TWO
4768,晶呈科技,上櫃,4768.TWO
4772,台特化,上櫃,4772.TWO
4804,大略-KY,上櫃,4804.TWO
4806,桂田文創,上櫃,4806.TWO
4903,聯光通,上櫃,4903.TWO
4905,台聯電,上櫃,4905.TWO
4907,富宇,上櫃,4907.TWO
4908,前鼎,上櫃,4908.TWO
4909,新復興,上櫃,4909.TWO
4911,德英,上櫃,4911.TWO
4923,力士,上櫃,4923.TWO
4924,欣厚-KY,上櫃,4924.TWO
4931,新盛力,上櫃,4931.TWO
4933,友輝,上櫃,4933.TWO
4939,亞電,上櫃,4939.TWO
4946,辣椒,上櫃,4946.TWO
4950,金耘國際,上櫃,4950.TWO
4951,精拓科,上櫃,4951.TWO
4953,緯軟,上櫃,4953.TWO
4966,譜瑞-KY,上櫃,4966.TWO
4971,IET-KY,上櫃,4971.TWO
4972,湯石照明,上櫃,4972.TWO
4973,廣穎,上櫃,4973.TWO
4974,亞泰,上櫃,4974.TWO
4979,華星光,上櫃,4979.TWO
4987,科誠,上櫃,4987.TWO
4991,環宇-KY,上櫃,4991.TWO
4995,晶達,上櫃,4995.TWO
5009,榮剛,上櫃,5009.TWO
5011,久陽,上櫃,5011.TWO
5013,強新,上櫃,5013.TWO
5014,建錩,上櫃,5014.TWO
5015,華祺,上櫃,5015.TWO
5016,松和,上櫃,5016.TWO
5201,凱衛,上櫃,5201.TWO
5202,力新,上櫃,5202.TWO
5205,中茂,上櫃,5205.TWO
5206,坤悅,上櫃,5206.TWO
5209,新鼎,上櫃,5209.TWO
5210,寶碩,上櫃,5210.TWO
5211,蒙恬,上櫃,5211.TWO
5212,凌網,上櫃,5212.TWO
5213,亞昕,上櫃,5213.TWO
5220,萬達光電,上櫃,5220.TWO
5223,安力-KY,上櫃,5223.TWO
5227,立凱-KY,上櫃,5227.TWO
5228,鈺鎧,上櫃,5228.TWO
5230,雷笛克光學,上櫃,5230.TWO
5236,凌陽創新,上櫃,5236.TWO
5245,智晶,上櫃,5245.TWO
5251,天鉞電,上櫃,5251.TWO
5263,智崴,上櫃,5263.TWO
5272,笙科,上櫃,5272.TWO
5274,信驊,上櫃,5274.TWO
5276,達輝-KY,上櫃,5276.TWO
5278,尚凡*,上櫃,5278.TWO
5287,數字,上櫃,5287.TWO
5289,宜鼎,上櫃,5289.TWO
5291,邑昇,上櫃,5291.TWO
5299,杰力,上櫃,5299.TWO
5301,寶得利,上櫃,5301.TWO
5302,太欣,上櫃,5302.TWO
5309,系統電,上櫃,5309.TWO
5310,天剛,上櫃,5310.TWO
5312,寶島科,上櫃,5312.TWO
5314,世紀*,上櫃,5314.TWO
5315,光聯,上櫃,5315.TWO
5321,美而快,上櫃,5321.TWO
5324,士開,上櫃,5324.TWO
5328,華容,上櫃,5328.TWO
5340,建榮,上櫃,5340.TWO
5344,立衛,上櫃,5344.TWO
5345,馥鴻,上櫃,5345.TWO
5347,世界,上櫃,5347.TWO
5348,正能量智能,上櫃,5348.TWO
5351,鈺創,上櫃,5351.TWO
5353,台林,上櫃,5353.TWO
5355,佳總,上櫃,5355.TWO
5356,協益,上櫃,5356.TWO
5364,力麗店,上櫃,5364.TWO
5371,中光電,上櫃,5371.TWO
5381,合正,上櫃,5381.TWO
5386,青雲,上櫃,5386.TWO
5392,能率,上櫃,5392.TWO
5398,慕康生醫,上櫃,5398.TWO
5403,中菲,上櫃,5403.TWO
5410,國眾,上櫃,5410.TWO
5425,台半,上櫃,5425.TWO
5426,振發,上櫃,5426.TWO
5432,新門,上櫃,5432.TWO
5438,東友,上櫃,5438.TWO
5439,高技,上櫃,5439.TWO
5443,均豪,上櫃,5443.TWO
5450,南良,上櫃,5450.TWO
5452,佶優,上櫃,5452.TWO
5455,昇益,上櫃,5455.TWO
5457,宣德,上櫃,5457.TWO
5460,同協,上櫃,5460.TWO
5464,霖宏,上櫃,5464.TWO
5465,富驊,上櫃,5465.TWO
5468,凱鈺,上櫃,5468.TWO
5474,聰泰,上櫃,5474.TWO
5475,德宏,上櫃,5475.TWO
5478,智冠,上櫃,5478.TWO
5481,新華,上櫃,5481.TWO
5483,中美晶,上櫃,5483.TWO
5487,通泰,上櫃,5487.TWO
5488,松普,上櫃,5488.TWO
5489,彩富,上櫃,5489.TWO
5490,同亨,上櫃,5490.TWO
5493,三聯,上櫃,5493.TWO
5498,凱崴,上櫃,5498.TWO
5508,永信建,上櫃,5508.TWO
5511,德昌,上櫃,5511.TWO
5512,力麒,上櫃,5512.TWO
5514,三豐,上櫃,5514.TWO
5516,雙喜,上櫃,5516.TWO
5520,力泰,上櫃,5520.TWO
5523,豐謙,上櫃,5523.TWO
5529,鉅陞,上櫃,5529.TWO
5530,龍巖,上櫃,5530.TWO
5536,聖暉*,上櫃,5536.TWO
5543,桓鼎-KY,上櫃,5543.TWO
5547,久舜,上櫃,5547.TWO
5548,安倉,上櫃,5548.TWO
5601,台聯櫃,上櫃,5601.TWO
5603,陸海,上櫃,5603.TWO
5604,中連,上櫃,5604.TWO
5609,中菲行,上櫃,5609.TWO
5701,劍湖山,上櫃,5701.TWO
5703,亞都,上櫃,5703.TWO
5704,老爺知,上櫃,5704.TWO
5864,致和證,上櫃,5864.TWO
5878,台名,上櫃,5878.TWO
5902,德記,上櫃,5902.TWO
5903,全家,上櫃,5903.TWO
5904,寶雅,上櫃,5904.TWO
5905,南仁湖,上櫃,5905.TWO
6015,宏遠證,上櫃,6015.TWO
6016,康和證,上櫃,6016.TWO
6020,大展證,上櫃,6020.TWO
6021,美好證,上櫃,6021.TWO
6023,元大期,上櫃,6023.TWO
6026,福邦證,上櫃,6026.TWO
6101,寬魚國際,上櫃,6101.TWO
6103,合邦,上櫃,6103.TWO
6104,創惟,上櫃,6104.TWO
6109,亞元,上櫃,6109.TWO
6111,光聚晶電,上櫃,6111.TWO
6113,亞矽,上櫃,6113.TWO
6114,久威,上櫃,6114.TWO
6118,建達,上櫃,6118.TWO
6121,新普,上櫃,6121.TWO
6122,擎邦,上櫃,6122.TWO
6123,上奇,上櫃,6123.TWO
6124,業強,上櫃,6124.TWO
6125,廣運,上櫃,6125.TWO
6126,信音,上櫃,6126.TWO
6127,九豪,上櫃,6127.TWO
6129,普誠,上櫃,6129.TWO
6130,上亞科技,上櫃,6130.TWO
6134,萬旭,上櫃,6134.TWO
6138,茂達,上櫃,6138.TWO
6140,訊達,上櫃,6140.TWO
6143,振曜,上櫃,6143.TWO
6144,得利影,上櫃,6144.TWO
6146,耕興,上櫃,6146.TWO
6147,頎邦,上櫃,6147.TWO
6148,驊宏資,上櫃,6148.TWO
6150,撼訊,上櫃,6150.TWO
6151,晉倫,上櫃,6151.TWO
6154,順發,上櫃,6154.TWO
6156,松上,上櫃,6156.TWO
6158,禾昌,上櫃,6158.TWO
6160,欣技,上櫃,6160.TWO
6161,捷波,上櫃,6161.TWO
6163,華電網,上櫃,6163.TWO
6167,久正,上櫃,6167.TWO
6169,昱泉,上櫃,6169.TWO
6170,統振,上櫃,6170.TWO
6171,大城地產,上櫃,6171.TWO
6173,信昌電,上櫃,6173.TWO
6174,安碁,上櫃,6174.TWO
6175,立敦,上櫃,6175.TWO
6179,亞通,上櫃,6179.TWO
6180,橘子,上櫃,6180.TWO
6182,合晶,上櫃,6182.TWO
6185,幃翔,上櫃,6185.TWO
6186,新潤,上櫃,6186.TWO
6187,萬潤,上櫃,6187.TWO
6188,廣明,上櫃,6188.TWO
6190,萬泰科,上櫃,6190.TWO
6194,育富,上櫃,6194.TWO
6195,詩肯,上櫃,6195.TWO
6198,瑞築,上櫃,6198.TWO
6199,天品,上櫃,6199.TWO
6203,海韻電,上櫃,6203.TWO
6204,艾華,上櫃,6204.TWO
6207,雷科,上櫃,6207.TWO
6208,日揚,上櫃,6208.TWO
6210,慶生,上櫃,6210.TWO
6212,理銘,上櫃,6212.TWO
6217,中探針,上櫃,6217.TWO
6218,豪勉,上櫃,6218.TWO
6219,富旺,上櫃,6219.TWO
6220,岳豐,上櫃,6220.TWO
6221,晉泰,上櫃,6221.TWO
6222,立軒,上櫃,6222.TWO
6223,旺矽,上櫃,6223.TWO
6227,茂綸,上櫃,6227.TWO
6228,全譜,上櫃,6228.TWO
6229,研通,上櫃,6229.TWO
6231,系微,上櫃,6231.TWO
6233,旺玖,上櫃,6233.TWO
6234,高僑,上櫃,6234.TWO
6236,中湛,上櫃,6236.TWO
6237,驊訊,上櫃,6237.TWO
6240,松崗,上櫃,6240.TWO
6241,易通展,上櫃,6241.TWO
6242,立康,上櫃,6242.TWO
6244,茂迪,上櫃,6244.TWO
6245,立端,上櫃,6245.TWO
6246,臺龍,上櫃,6246.TWO
6248,沛波,上櫃,6248.TWO
6259,百徽,上櫃,6259.TWO
6261,久元,上櫃,6261.TWO
6263,普萊德,上櫃,6263.TWO
6264,富裔,上櫃,6264.TWO
6265,方土昶,上櫃,6265.TWO
6266,泰詠,上櫃,6266.TWO
6270,倍微,上櫃,6270.TWO
6274,台燿,上櫃,6274.TWO
6275,元山,上櫃,6275.TWO
6276,安鈦克,上櫃,6276.TWO
6279,胡連,上櫃,6279.TWO
6284,佳邦,上櫃,6284.TWO
6290,良維,上櫃,6290.TWO
6291,沛亨,上櫃,6291.TWO
6292,迅德,上櫃,6292.TWO
6294,智基,上櫃,6294.TWO
6411,晶焱,上櫃,6411.TWO
6417,韋僑,上櫃,6417.TWO
6418,詠昇,上櫃,6418.TWO
6419,京晨科,上櫃,6419.TWO
6423,億而得,上櫃,6423.TWO
6425,易發,上櫃,6425.TWO
6432,今展科,上櫃,6432.TWO
6435,大中,上櫃,6435.TWO
6441,廣錠,上櫃,6441.TWO
6461,益得,上櫃,6461.TWO
6462,神盾,上櫃,6462.TWO
6465,威潤,上櫃,6465.TWO
6469,大樹,上櫃,6469.TWO
6470,宇智,上櫃,6470.TWO
6474,華豫寧,上櫃,6474.TWO
6482,弘煜科,上櫃,6482.TWO
6485,點序,上櫃,6485.TWO
6486,互動,上櫃,6486.TWO
6488,環球晶,上櫃,6488.TWO
6492,生華科,上櫃,6492.TWO
6494,九齊,上櫃,6494.TWO
6496,科懋,上櫃,6496.TWO
6498,久禾光,上櫃,6498.TWO
6499,益安,上櫃,6499.TWO
6506,雙邦,上櫃,6506.TWO
6508,惠光,上櫃,6508.TWO
6509,聚和,上櫃,6509.TWO
6510,精測,上櫃,6510.TWO
6512,啟發電,上櫃,6512.TWO
6516,勤崴國際,上櫃,6516.TWO
6517,保勝光學,上櫃,6517.TWO
6523,達爾膚,上櫃,6523.TWO
6527,明達醫,上櫃,6527.TWO
6530,創威,上櫃,6530.TWO
6532,瑞耘,上櫃,6532.TWO
6535,順藥,上櫃,6535.TWO
6538,倉和,上櫃,6538.TWO
6542,隆中,上櫃,6542.TWO
6546,正基,上櫃,6546.TWO
6547,高端疫苗,上櫃,6547.TWO
6548,長科*,上櫃,6548.TWO
6556,勝品,上櫃,6556.TWO
6560,欣普羅,上櫃,6560.TWO
6561,是方,上櫃,6561.TWO
6568,宏觀,上櫃,6568.TWO
6569,醫揚,上櫃,6569.TWO
6570,維田,上櫃,6570.TWO
6574,霈方,上櫃,6574.TWO
6576,逸達,上櫃,6576.TWO
6577,勁豐,上櫃,6577.TWO
6578,達邦蛋白,上櫃,6578.TWO
6584,南俊國際,上櫃,6584.TWO
6588,東典光電,上櫃,6588.TWO
6590,普鴻,上櫃,6590.TWO
6593,台灣銘板,上櫃,6593.TWO
6596,寬宏藝術,上櫃,6596.TWO
6597,立誠,上櫃,6597.TWO
6603,富強鑫,上櫃,6603.TWO
6609,瀧澤科,上櫃,6609.TWO
6612,奈米醫材,上櫃,6612.TWO
6613,朋億*,上櫃,6613.TWO
6615,慧智,上櫃,6615.TWO
6616,特昇-KY,上櫃,6616.TWO
6617,共信-KY,上櫃,6617.TWO
6620,漢達,上櫃,6620.TWO
6624,萬年清,上櫃,6624.TWO
6629,泰金-KY,上櫃,6629.TWO
6637,醫影,上櫃,6637.TWO
6640,均華,上櫃,6640.TWO
6642,富致,上櫃,6642.TWO
6643,M31,上櫃,6643.TWO
6649,台生材,上櫃,6649.TWO
6651,全宇昕,上櫃,6651.TWO
6654,天正國際,上櫃,6654.TWO
6661,威健生技,上櫃,6661.TWO
6662,樂斯科,上櫃,6662.TWO
6664,群翊,上櫃,6664.TWO
6667,信紘科,上櫃,6667.TWO
6679,鈺太,上櫃,6679.TWO
6680,鑫創電子,上櫃,6680.TWO
6683,雍智科技,上櫃,6683.TWO
6684,安格,上櫃,6684.TWO
6690,安碁資訊,上櫃,6690.TWO
6692,進能服,上櫃,6692.TWO
6693,廣閎科,上櫃,6693.TWO
6697,東捷資訊,上櫃,6697.TWO
6703,軒郁,上櫃,6703.TWO
6708,天擎,上櫃,6708.TWO
6712,長聖,上櫃,6712.TWO
6716,應廣,上櫃,6716.TWO
6720,久昌,上櫃,6720.TWO
6721,信實,上櫃,6721.TWO
6725,矽科宏晟,上櫃,6725.TWO
6727,亞泰金屬,上櫃,6727.TWO
6728,上洋,上櫃,6728.TWO
6730,常廣,上櫃,6730.TWO
6732,昇佳電子,上櫃,6732.TWO
6733,博晟生醫,上櫃,6733.TWO
6735,美達科技,上櫃,6735.TWO
6739,竹陞科技,上櫃,6739.TWO
6741,91APP*-KY,上櫃,6741.TWO
6751,智聯服務,上櫃,6751.TWO
6752,叡揚,上櫃,6752.TWO
6761,穩得,上櫃,6761.TWO
6762,達亞,上櫃,6762.TWO
6763,綠界科技*,上櫃,6763.TWO
6767,台微醫,上櫃,6767.TWO
6785,昱展新藥,上櫃,6785.TWO
6788,華景電,上櫃,6788.TWO
6791,虎門科技,上櫃,6791.TWO
6803,崑鼎,上櫃,6803.TWO
6804,明係,上櫃,6804.TWO
6811,宏碁資訊,上櫃,6811.TWO
6821,聯寶,上櫃,6821.TWO
6823,濾能,上櫃,6823.TWO
6829,千附精密,上櫃,6829.TWO
6840,東研信超,上櫃,6840.TWO
6841,長佳智能,上櫃,6841.TWO
6843,進典,上櫃,6843.TWO
6844,諾貝兒,上櫃,6844.TWO
6846,綠茵,上櫃,6846.TWO
6855,數泓科,上櫃,6855.TWO
6856,鑫傳,上櫃,6856.TWO
6859,伯特光,上櫃,6859.TWO
