Date,Open,High,Low,Close,Volume
2016-09-26,22.188270568847656,22.188270568847656,21.16419792175293,21.334875106811523,590361
2016-09-27,21.334875106811523,21.334875106811523,21.334875106811523,21.334875106811523,0
2016-09-28,21.334875106811523,21.334875106811523,21.334875106811523,21.334875106811523,0
2016-09-29,20.950847625732422,21.16419792175293,19.201387405395508,19.201387405395508,1855108
2016-09-30,18.390663146972656,19.372066497802734,18.17731475830078,19.286727905273438,1219857
2016-10-03,19.286727905273438,19.54274559020996,18.689350128173828,19.24405860900879,970604
2016-10-04,18.621931076049805,18.753070831298828,18.05365562438965,18.403364181518555,1775338
2016-10-05,18.403364181518555,18.44707679748535,18.097370147705078,18.403364181518555,545971
2016-10-06,18.359649658203125,18.44707679748535,18.184795379638672,18.44707679748535,366021
2016-10-07,18.49079132080078,19.583627700805664,18.184795379638672,19.583627700805664,2514885
2016-10-11,19.802194595336914,20.76388931274414,19.802194595336914,20.32675552368164,2423671
2016-10-12,20.32675552368164,20.457895278930664,19.802194595336914,20.06447410583496,585508
2016-10-13,20.195615768432617,20.195615768432617,19.714767456054688,19.802194595336914,588258
2016-10-14,19.758480072021484,19.802194595336914,19.059066772460938,19.14649200439453,1086154
2016-10-17,19.496200561523438,19.539913177490234,19.233919143676758,19.40877342224121,340739
2016-10-18,19.496200561523438,19.496200561523438,19.102779388427734,19.40877342224121,143459
2016-10-19,19.40877342224121,19.40877342224121,18.534503936767578,19.015352249145508,519047
2016-10-20,19.015352249145508,19.059066772460938,18.753070831298828,18.884212493896484,233477
2016-10-21,18.92792510986328,19.758480072021484,18.92792510986328,19.233919143676758,950263
2016-10-24,19.233919143676758,19.45248794555664,18.97163963317871,19.14649200439453,340491
2016-10-25,19.14649200439453,19.14649200439453,18.534503936767578,18.97163963317871,300866
2016-10-26,18.97163963317871,19.19020652770996,18.796785354614258,18.97163963317871,136520
2016-10-27,18.796785354614258,19.015352249145508,18.796785354614258,19.015352249145508,193305
2016-10-28,19.015352249145508,19.015352249145508,18.70935821533203,18.97163963317871,152997
2016-10-31,18.753070831298828,18.97163963317871,18.49079132080078,18.97163963317871,595094
2016-11-01,18.884212493896484,18.884212493896484,18.6656436920166,18.796785354614258,119801
2016-11-02,18.796785354614258,18.796785354614258,18.2722225189209,18.534503936767578,358538
2016-11-03,18.534503936767578,18.534503936767578,18.315937042236328,18.359649658203125,158586
2016-11-04,18.315937042236328,18.44707679748535,18.184795379638672,18.359649658203125,401074
2016-11-07,18.097370147705078,18.403364181518555,18.097370147705078,18.2722225189209,505228
2016-11-08,18.359649658203125,18.578218460083008,18.184795379638672,18.359649658203125,377770
2016-11-09,18.359649658203125,18.403364181518555,18.097370147705078,18.141082763671875,355731
2016-11-10,18.315937042236328,18.49079132080078,18.2722225189209,18.2722225189209,301035
2016-11-11,18.2722225189209,18.359649658203125,18.05365562438965,18.097370147705078,199764
2016-11-14,18.00994300842285,19.14649200439453,17.922515869140625,18.534503936767578,692680
2016-11-15,18.534503936767578,18.70935821533203,18.141082763671875,18.403364181518555,645426
2016-11-16,18.44707679748535,20.06447410583496,18.44707679748535,20.020761489868164,1682087
2016-11-17,20.239328384399414,21.419591903686523,20.10818862915039,20.54532241821289,2251366
2016-11-18,20.632749557495117,20.632749557495117,19.933334350585938,20.020761489868164,699909
2016-11-21,20.283042907714844,20.414182662963867,19.40877342224121,19.40877342224121,760238
2016-11-22,19.583627700805664,19.583627700805664,18.621931076049805,18.796785354614258,2170680
2016-11-23,19.059066772460938,19.40877342224121,18.884212493896484,19.40877342224121,1216882
2016-11-24,19.583627700805664,19.67105484008789,18.884212493896484,18.92792510986328,681723
2016-11-25,19.233919143676758,19.277633666992188,18.621931076049805,18.97163963317871,632198
2016-11-28,18.97163963317871,19.321346282958984,18.621931076049805,18.70935821533203,513808
2016-11-29,18.884212493896484,18.97163963317871,18.621931076049805,18.70935821533203,183682
2016-11-30,18.796785354614258,19.321346282958984,18.796785354614258,19.233919143676758,517894
2016-12-01,19.233919143676758,19.45248794555664,18.840497970581055,19.19020652770996,272795
2016-12-02,19.40877342224121,20.283042907714844,18.92792510986328,19.19020652770996,1090716
2016-12-05,19.233919143676758,19.496200561523438,19.14649200439453,19.19020652770996,231091
2016-12-06,19.277633666992188,19.40877342224121,18.92792510986328,18.92792510986328,463921
2016-12-07,19.102779388427734,19.14649200439453,18.796785354614258,18.92792510986328,224292
2016-12-08,19.059066772460938,19.059066772460938,18.840497970581055,18.97163963317871,471325
